"","Codes","Description","unit","Periodicity","start","last value","source"
"10404","21272"," Saldo das opera??es de cr?dito por atividade econ?mica - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10405","21273"," Saldo das opera??es de cr?dito por atividade econ?mica das institui??es financeiras sob controle estrangeiro - Setor imobili?rio"," u.m.c. (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10406","21274"," Saldo das opera??es de cr?dito por atividade econ?mica das institui??es financeiras sob controle privado - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10407","21275"," Saldo das opera??es de cr?dito por atividade econ?mica das institui??es financeiras sob controle privado nacional - Setor imobili?rio"," u.m.c. (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10408","21276"," Saldo das opera??es de cr?dito por atividade econ?mica das institui??es financeiras sob controle p?blico - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10409","21299"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado em rela??o ao PIB"," %"," M"," 01/03/2011"," fev/2015"," BCB-Depec"
"10410","21300"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico em rela??o ao PIB"," %"," M"," 01/03/2011"," mar/2016"," BCB-Depec"
"10411","21301"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional em rela??o ao PIB"," %"," M"," 01/03/2011"," mar/2016"," BCB-Depec"
"10412","21302"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro em rela??o ao PIB"," %"," M"," 01/03/2011"," mar/2016"," BCB-Depec"
"10413","21379"," ?ndice Nacional de Pre?os ao Consumidor Amplo (IPCA) - ?ndice de difus?o"," %"," M"," 31/08/1999"," abr/2016"," BCB-Depec"
"10414","21519"," D?vida Externa Bruta - Curto Prazo - valor nominal"," US$ (milh?es)"," T"," 31/12/1971"," 4&ordm; Trim. 2015"," BCB-Depec"
"10415","21520"," D?vida Externa Bruta - Longo Prazo - valor nominal"," US$ (milh?es)"," T"," 31/12/1971"," 4&ordm; Trim. 2015"," BCB-Depec"
"10416","21521"," D?vida Externa Bruta - Setor P?blico - valor nominal"," US$ (milh?es)"," T"," 31/12/1989"," 4&ordm; Trim. 2015"," BCB-Depec"
"10417","21522"," D?vida Externa Bruta - Setor Privado - valor nominal"," US$ (milh?es)"," T"," 31/12/1989"," 4&ordm; Trim. 2015"," BCB-Depec"
"10418","21523"," D?vida Externa Bruta - P?blica - valor nominal"," US$ (milh?es)"," T"," 31/12/1989"," 4&ordm; Trim. 2015"," BCB-Depec"
"10419","21524"," D?vida Externa Bruta - Privada - valor nominal"," US$ (milh?es)"," T"," 31/12/1989"," 4&ordm; Trim. 2015"," BCB-Depec"
"10420","21525"," D?vida Externa Bruta - do Setor Privado garantida pelo Setor P?blico - valor nominal"," US$ (milh?es)"," T"," 31/12/1989"," 4&ordm; Trim. 2015"," BCB-Depec"
"10421","21526"," D?vida Externa Bruta - Setor Institucional do Devedor - Governo - valor nominal"," US$ (milh?es)"," T"," 31/12/2001"," 4&ordm; Trim. 2015"," BCB-Depec"
"10422","21527"," D?vida Externa Bruta - Setor Institucional do Devedor - Banco Central - valor nominal"," US$ (milh?es)"," T"," 31/12/2001"," 4&ordm; Trim. 2015"," BCB-Depec"
"10423","21528"," D?vida Externa Bruta - Setor Institucional do Devedor - Bancos - valor nominal"," US$ (milh?es)"," T"," 31/12/2001"," 4&ordm; Trim. 2015"," BCB-Depec"
"10424","21529"," D?vida Externa Bruta - Setor Institucional do Devedor - Outros Setores - valor nominal"," US$ (milh?es)"," T"," 31/12/2001"," 4&ordm; Trim. 2015"," BCB-Depec"
"10425","21530"," D?vida Externa Bruta - Setor Institucional do Credor - Organismos Multilaterais - valor nominal"," US$ (milh?es)"," T"," 30/09/2007"," 4&ordm; Trim. 2015"," BCB-Depec"
"10426","21531"," D?vida Externa Bruta - Setor Institucional do Credor - Ag?ncias Governamentais - valor nominal"," US$ (milh?es)"," T"," 30/09/2007"," 4&ordm; Trim. 2015"," BCB-Depec"
"10427","21532"," D?vida Externa Bruta - Setor Institucional do Credor - Bancos - valor nominal"," US$ (milh?es)"," T"," 30/09/2007"," 4&ordm; Trim. 2015"," BCB-Depec"
"10428","21533"," D?vida Externa Bruta - Setor Institucional do Credor - Detentores de t?tulos de d?vida - valor nominal"," US$ (milh?es)"," T"," 30/09/2007"," 4&ordm; Trim. 2015"," BCB-Depec"
"10429","21534"," D?vida Externa Bruta - Setor Institucional do Credor - Outros Credores - valor nominal"," US$ (milh?es)"," T"," 30/09/2007"," 4&ordm; Trim. 2015"," BCB-Depec"
"10430","21535"," D?vida Externa Bruta - Por Moeda - D?lar dos EUA - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10431","21536"," D?vida Externa Bruta - Por Moeda - Real - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10432","21537"," D?vida Externa Bruta - Por Moeda - Euro - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10433","21538"," D?vida Externa Bruta - Por Moeda - Iene - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10434","21539"," D?vida Externa Bruta - Por Moeda - Direitos Especiais de Saque - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10435","21540"," D?vida Externa Bruta - Por Moeda - Franco su??o - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10436","21541"," D?vida Externa Bruta - Por Moeda - Libra esterlina - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10437","21542"," D?vida Externa Bruta - Por Moeda - Outras Moedas - valor nominal"," US$ (milh?es)"," T"," 31/12/2004"," 4&ordm; Trim. 2015"," BCB-Depec"
"10438","21543"," D?vida Externa Bruta - Por Taxa de Juros - Taxa Flutuante - Total - valor nominal"," US$ (milh?es)"," T"," 31/12/1983"," 4&ordm; Trim. 2015"," BCB-Depec"
"10439","21544"," D?vida Externa Bruta - Por Taxa de Juros - Taxa Fixa - Total - valor nominal"," US$ (milh?es)"," T"," 31/12/1983"," 4&ordm; Trim. 2015"," BCB-Depec"
"10440","21545"," D?vida Externa Bruta - Por Taxa de Juros - Taxa Flutuante - Libor - valor nominal"," US$ (milh?es)"," T"," 31/12/1983"," 4&ordm; Trim. 2015"," BCB-Depec"
"10441","21550"," D?vida Externa Bruta - Por Taxa de Juros - Taxa Flutuante - Outras taxas - valor nominal"," US$ (milh?es)"," T"," 31/12/1983"," 4&ordm; Trim. 2015"," BCB-Depec"
"10442","21554"," D?vida Externa Bruta ? inclusive opera??es intercompanhia - valor nominal"," US$ (milh?es)"," T"," 31/12/1992"," 4&ordm; Trim. 2015"," BCB-Depec"
"10443","21599"," Taxa de rolagem ? desembolsos mensais"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10444","21600"," Taxa de rolagem ? amortiza??es mensais"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10445","21601"," Taxa de rolagem ? percentual mensal"," %"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10446","21602"," Taxa de rolagem ? desembolsos acumulados em 12 meses"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10447","21603"," Taxa de rolagem ? amortiza??es acumuladas em 12 meses"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10448","21604"," Taxa de rolagem ? percentual acumulado em 12 meses"," %"," M"," 31/01/1995"," fev/2015"," BCB-Depec"
"10449","21662"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (receita) - mensal"," US$ (milh?es)"
"10450"," 31/01/1995"," fev/2015"," BCB-Depec"," N","","",""
"10451","21663"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (receita) - Mensal"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"
"10452"," N","","","","","",""
"10453","21664"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (receita) - Mensal"," US$ (milh?es)"," M"
"10454"," fev/2015"," BCB-Depec"," N","","","",""
"10455","21665"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (receita) - mensal"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"
"10456"," N","","","","","",""
"10457","21666"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (despesa) - mensal"," US$ (milh?es)"
"10458"," 31/01/1995"," fev/2015"," BCB-Depec"," N","","",""
"10459","21667"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (despesa) - mensal"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"
"10460"," N","","","","","",""
"10461","21668"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (despesa) - mensal"," US$ (milh?es)"," M"
"10462"," fev/2015"," BCB-Depec"," N","","","",""
"10463","21669"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (despesa) - mensal"," US$ (milh?es)"," M"," 31/01/1995"," fev/2015"
"10464"," N","","","","","",""
"10465","21679"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (receita) - trimestral"," US$ (milh?es)"
"10466"," 31/03/1995"," 4&ordm; Trim. 2014"," BCB-Depec"," N","","",""
"10467","21680"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (receita) - trimestral"," US$ (milh?es)"," T"," 31/03/1995"," 4&ordm; Trim. 2014"
"10468"," N","","","","","",""
"10469","21681"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (receita) - trimestral"," US$ (milh?es)"," T"
"10470"," 4&ordm; Trim. 2014"," BCB-Depec"," N","","","",""
"10471","21682"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (receita) - trimestral"," US$ (milh?es)"," T"," 31/03/1995"," 4&ordm; Trim. 2014"
"10472"," N","","","","","",""
"10473","21683"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (despesa) - trimestral"," US$ (milh?es)"
"10474"," 31/03/1995"," 4&ordm; Trim. 2014"," BCB-Depec"," N","","",""
"10475","21684"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (despesa) - trimestral"," US$ (milh?es)"," T"," 31/03/1995"," 4&ordm; Trim. 2014"
"10476"," N","","","","","",""
"10477","21685"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (despesa) - trimestral"," US$ (milh?es)"," T"
"10478"," 4&ordm; Trim. 2014"," BCB-Depec"," N","","","",""
"10479","21686"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (despesa) - trimestral"," US$ (milh?es)"," T"," 31/03/1995"," 4&ordm; Trim. 2014"
"10480"," N","","","","","",""
"10481","21703"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (receita) - anual"," US$ (milh?es)"
"10482"," 31/12/1995"," 2014"," BCB-Depec"," N","","",""
"10483","21704"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (receita) - anual"," US$ (milh?es)"," A"," 31/12/1995"," 2014"
"10484"," N","","","","","",""
"10485","21706"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (receita) - anual"," US$ (milh?es)"," A"
"10486"," 2014"," BCB-Depec"," N","","","",""
"10487","21708"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (receita) - anual"," US$ (milh?es)"," A"," 31/12/1995"," 2014"
"10488"," N","","","","","",""
"10489","21710"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os jur?dicos"," de auditoria"," contabilidade"," consultoria tribut?ria e de educa??o (despesa) - anual"," US$ (milh?es)"
"10490"," 31/12/1995"," 2014"," BCB-Depec"," N","","",""
"10491","21711"," Servi?os empresariais"," profissionais e t?cnicos - Publicidade e participa??o em feiras e exposi??es (despesa) - anual"," US$ (milh?es)"," A"," 31/12/1995"," 2014"
"10492"," N","","","","","",""
"10493","21712"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os de engenharia"," arquitetura"," P&D e assist?ncia t?cnica (despesa) - anual"," US$ (milh?es)"," A"
"10494"," 2014"," BCB-Depec"," N","","","",""
"10495","21713"," Servi?os empresariais"," profissionais e t?cnicos - Servi?os administrativos e outros t?cnicos e profissionais (despesa) - anual"," US$ (milh?es)"," A"," 31/12/1995"," 2014"
"10496"," N","","","","","",""
"10497","21776"," Produto interno bruto per capita em US$ correntes"," US$"," A"," 31/12/2000"," 2015"," BCB-Depec"
"10498","21777"," Produto interno bruto per capita em R$ do ?ltimo ano"," R$"," A"," 31/12/2000"," 2015"," BCB-Depec"
"10499","22078"," Massa salarial ampliada - PNADC (m?dia m?vel trimestral)"," R$ (milh?es)"," M"," 01/03/2004"," mar/2016"," BCB-Depec"
"10500","22079"," Massa Salarial Ampliada Dispon?vel - PNADC (m?dia m?vel trimestral)"," R$ (milh?es)"," M"," 01/03/2004"," mar/2016"," BCB-Depec"
"10501","22080"," Massa Salarial Ampliada Dispon?vel - PNADC (acumulada em 12 meses)"," R$ (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10502","22701"," Transa??es correntes - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10503","22702"," Transa??es correntes - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10504","22703"," Transa??es correntes - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10505","22704"," Balan?a comercial e Servi?os - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10506","22705"," Balan?a comercial e Servi?os - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10507","22706"," Balan?a comercial e Servi?os - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10508","22707"," Balan?a comercial - Balan?o de Pagamentos - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10509","22708"," Exporta??o de bens - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10510","22709"," Importa??o de bens - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10511","22710"," Balan?a comercial - mercadorias em geral - Balan?o de Pagamentos - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10512","22711"," Exporta??es de bens - mercadorias em geral - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10513","22712"," Importa??es de bens - mercadorias em geral - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10514","22713"," Balan?a comercial - exporta??es sob merchanting - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10515","22714"," Bens exportados sob merchanting - exporta??es positivas - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10516","22715"," Bens importados sob merchanting - exporta??es negativas - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10517","22716"," Balan?a comercial - ouro n?o monet?rio - Balan?o de Pagamentos - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10518","22717"," Exporta??es de bens - ouro n?o monet?rio - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10519","22718"," Importa??es de bens - ouro n?o monet?rio - Balan?o de Pagamentos - mensal"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10520","22719"," Servi?os - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10521","22720"," Servi?os - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10522","22721"," Servi?os - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10523","22722"," Servi?os de manufatura sobre insumos f?sicos pertencentes a outros - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10524","22723"," Servi?os de manufatura sobre insumos f?sicos pertencentes a outros - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10525","22724"," Servi?os de manufatura sobre insumos f?sicos pertencentes a outros - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10526","22725"," Servi?os de manuten??o e reparo - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10527","22726"," Servi?os de manuten??o e reparo - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10528","22727"," Servi?os de manuten??o e reparo - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10529","22728"," Transportes - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10530","22729"," Transportes - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10531","22730"," Transportes - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10532","22731"," Transportes - Passageiros - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10533","22732"," Transportes - Passageiros - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10534","22733"," Transportes - Passageiros - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10535","22734"," Transportes - Fretes - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10536","22735"," Transportes - Fretes - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10537","22736"," Transportes - Fretes - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10538","22737"," Outros servi?os de transportes - mensal - saldo"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10539","22738"," Outros servi?os de transportes - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10540","22739"," Outros servi?os de transportes - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10541","22740"," Viagens - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10542","22741"," Viagens - mensal - receita"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10543","22742"," Viagens - mensal - despesa"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
"10544","22743"," Viagens - neg?cios - mensal - l?quido"," US$ (milh?es)"," M"," 01/01/1995"," mar/2016"," BCB-Depec"
